,mixedtrait,mixedpost,mixedvalue,ethnic,age,gender,edu,income,response,coding
78,2.333333333,4,5,0,28,1,3,5,"I would feel overwhelmed and stressed out if I felt like I always had to be busy and working on something. Honestly, I already feel this way a fare amount of the time, and I'm often trying to fight against that feeling and allow myself to take a break and chill.",0
79,3.666666667,4,1,0,28,1,4,1,"I would feel overwhelmed when considering all of the social expectations that are imposed on me to be busy. I would feel anxious and upset knowing that there is a never-ending laundry list of tasks on my plate. I would also feel exhausted from having to balance so many tasks and having to occupy my schedule all the time. I would feel guilty if I couldn't keep up with all of my obligations. I would also feel incompetent if others were busier than I was, which I'm sure is how the situation would play out.",0
80,3,3.5,4.5,1,24,1,1,2,"I would feel overwhelmed, yet determined and calm",1
81,3.333333333,3.666666667,1,1,28,1,2,2,I would feel overworked and burned out. I would feel as though i need to put on a fake face and be someone who i am not. I would be depressed and feel like i have no time for the things i love and would feel lonely.,0
82,4,5,4,0,27,1,3,7,"I would feel pressured and exhausted having to live up to this expectation, knowing it personally and having experienced it in the past. However I would also feel somewhat competent because being constantly busy is a sign of productivity and doing well in life.",1
83,2.166666667,1.833333333,4.5,1,21,0,3,1,I would feel pretty calm about it since I really do not get stressed about anything in life. If the expectation is to be busy then i will stay busy. Should be easy for me to do,0
84,2.333333333,2.666666667,2.5,0,26,1,3,4,"I would feel pretty content. I pride myself on being productive, not necessarily busy, so I am able to adjust well to the pressures of society. I would not overwork myself, but I wouldn’t be a sloth either.",0
85,1.5,4,1,0,23,1,1,4,"I would feel several emotions at the same time. I would feel frustrated. However, I would feel slightly positively or negatively depending on the tasks. My emotions would depend on the nature of the tasks at hand.",1
86,4.166666667,3.166666667,6.5,0,24,1,5,8,"I would feel stressed and overworked if I had to stay busy and look like I'm good enough to survive in the society. It adds extra pressure and sometimes, you can't even think straight because you're trying so hard to fit in. I've been down the trajectory where being busy was seen as a great thing and being overworked and underslept is seen normal. I've broken out of that mindset but now,I feel like I'm not doing enough. There is more productive ways I could be spending my time or be doing more with the available time that I have compared to what I'm doing right now.",1
87,2.333333333,3.166666667,2.5,1,29,1,2,4,I would feel stressed because I would feel like I have to constantly be busy and productive. I would feel like taking time to relax is a waste of time and would feel pressured to always be working instead. Eventually I would feel burnt out and feel even worse about myself for having less of a drive to always be working and productive with my time.,0
88,2,4,5,0,26,0,3,5,I would feel stressed because of this busy lifestyle. I would feel I could never have down time to relax or do activities I enjoy. I would be anxious due to the expectation that I must deliver quality whenever I work. I would feel jealous of other people who can take it easy and do not have such a heavy workload.,0
89,3,3.666666667,2,0,23,0,1,2,i would feel stressed if i felt i had to be busy because society expected me. My work load would probably suffer because i may feel i have to rush to keep busy,0
90,3,2.833333333,6,0,23,1,2,6,I would feel stressed out because if I didnt follow what was expected I would be judged and valued less than people who are more busy than I am. I feel frustrated sometimes because people associate success with how busy someone is. People who are more busy are expected to be smart and are valued as being worth more. If your a busy person people will feel special when they get to spend time with a busy person because they feel special that they got to spend time with that person.,1
91,3.5,4,4.5,1,25,0,3,8,I would feel stressed out if I was always expected to look busy. This would cause me to tire out as I would always have to be looking like I'm doing something even if there is nothing to do.,0
92,3.5,4.333333333,3.5,1,19,1,2,8,"I would feel stressed out to meet the social expectation. That stress would make me feel drained and exhausted. If I wasn't able to meet it, I would feel depressed and worthless. If I was able to keep myself busy as society expects me, I would feel proud of my abilities.",1
93,2.333333333,2,2.5,0,28,1,1,1,"I would feel stressed out, but I would also try to make a plan to achieve all of my goals. I would want to achieve everything because society wants me to, as well as for myself.",1
94,2.833333333,3.166666667,9,0,29,1,1,2,I would feel tired and stressed. It would be a feeling of having no place in the world.,0
95,3.333333333,2,3,1,25,0,1,5,"I would feel very annoyed to have the expectation of always being busy.  I do not like this way of life and think it is unproductive to me.  It is also not enjoyable.  I want to be able to be productive for a reasonable amount of time, then relax and enjoy the rest of my time.  I think being always busy is not enjoyable and not able to do long term because I feel I would get burned out.  I think that we should work on setting a new expectation of reasonable productivity and enjoyment of life.",0
96,4,3.666666667,6,1,25,1,1,2,I would feel very stressed and overwhelmed. I am not used to people needing me or needing to be by my side constantly.,0
97,3.333333333,3.166666667,4,1,27,1,2,4,I would feel very stressed if I was extrememly busy. Being busy means I will have to multitasks and it will add a more headache and problems upon myself. It was cause me to be tired and make me feel very sleepy as well too. The emotions would just be stress and tired.,0
98,2.833333333,2,2,1,28,1,4,6,"I would hate it. Being busy can be good, but it can also be bad. Sometimes people use being busy to run away from their problems. This oftentimes makes problems worse. This is why I would hate being pressured into being busy by social expectations. It would also make me sad because there are times when I like to just be. Meditation and relaxation can be good for the soul, but are often not compatible with a ""busy"" lifestyle. It would make me sad if I felt I could no longer do them.",1
99,2.333333333,1.333333333,5,0,22,0,1,8,"I would honestly just feel stressed. I don't like the work culture expects you to hustle all the time. I believe there's a time to get work done, but I think it's equally important to take time to relax because if you're constantly busy, you will definitely get burnt out. I'd also feel a lot of pressure to succeed and I feel like I'd start relying on the validation of others to get going, which is very unhealthy. I'd be much happier if I didn't care what people thought and just did things at my own pace. I believe people shouldn't dictate your actions and you shouldn't put too much weight on people's expectations.",0
100,1.833333333,1,1,1,25,1,1,5,I would personally feel indifferent about this social expectation. I always believe that people are entitled to live however they want and so I do just that. I would never let this expectation make me feel stressed or tired because that would be counterproductive. I would simply ignore this and live my life as fast paced or slow paced as I want.,0
101,2.666666667,1,1,0,27,1,3,4,I would personally feel overwhelmed and exhausted in the face of social expectations to always be busy. I think it would be absolutely draining to feel like my value as a person is diminished if I do not have a million things to do at all times. I think that the feeling of accomplishment after doing some of the tasks I set out to do would even be diminished. I say that because there would be no time to celebrate or enjoy what I'd accomplished. it would simply be time to move on to the next thing.I don't see many if any positive emotions coming to me in the face of this social expecattion to be busy.,0
102,3.333333333,2.333333333,1.5,0,29,1,1,3,"I would personally feel stressed and pressured with this expectation to remain busy. I would feel as though I have an expectation to meet and if I don't meet it, I will disappoint those who are observing. Under this pressure, I would feel as though I didn't have time to relax and be myself. I would be living up to other people's expectations.",0
103,1.5,1.666666667,3,1,26,1,3,4,"I would personally feel stressed and tired most of the time. Although, it would be nice to be needed and wanted, too much of this would just lead to me being miserable and feeling awful. I think it would be too much of a good thing and I wouldn't like it at all. It would become overwhelming and hurt my mental and even physical wellbeing. Over time, it would get even worse and hurt me even more.",1
104,2,1,1,1,30,0,1,1,I would personally feel very stressed if I was always expected to remain busy. It would honestly make me feel tired and drained to have to maintain the appearance of being busy constantly. This social expectation would be extremely unhealthy and not good for mental health. Overall I can say that my emotions during this expectation would be miserable.,0
105,2.833333333,1,3.5,1,24,1,4,7,"I would probably feel mostly stressed and upset. Being busy can and will take a toll on me as an individual as well as my family, community, or other relationships. I might feel uncomfortable going against the grain or taking more time off when needed. At the same time, being busy is unavoidable so I'd feel good about myself if I learned how to be productive and efficient.",1
106,4.333333333,4.333333333,3,1,27,1,3,5,"I Would probably feel really stressed. I need a lot of time to myself to relax in order to feel okay, so this would not be okay with me. Societal expectations in of themselves are extremely hard to deal with, and I'm not sure if I could handle being expected to be busy.",0
107,3,2.333333333,2,0,24,1,3,4,"I would probably first feel guilty if I felt I wasn't meeting the expectation to be busy. After some time, though, I would feel a little resentful of how that expectation was negatively impacting my emotional state. This might transition into a greater sense of frustration that society's expectations were influencing my life too much.",0
108,3.166666667,3,5,0,27,NA,1,1,"If I could stay busy consistently then I guess I'd be happy, but the more likely thing is that it'd stress me the fuck out and I would barely be able to get anything done.",1
109,2.5,3.5,6.5,1,23,1,3,3,"If I lived up to this expectation, I would be overwhelmed. I need calm and slow. I cannot always be busy. I will become easily burned out.",0
110,2.5,3.5,5,0,22,0,3,6,"In expectation of being busy, I would feel positive and negative feelings. First, positive I would feel motivated. Being that I'm will try hard to be busy and get work done. On the other hand, I will feel negative in stress and worry. Being that I fear that if I don't appear to busy, I might face consequences.",1
111,3.666666667,4,4,1,25,1,2,2,"In response to this societal expectation, I often feel bad about myself. I have a disability and can't work full time, so I physically cannot keep up with this societal expectation. It's taken quite a bit of work for me to realize that I'm still a valid person and contributor to my society even if I have to contribute in different ways than most people.",0
112,2.333333333,4.666666667,1,0,28,1,1,4,"In the face of social expectation to be busy I feel highly stressed. I feel better when I'm not busy but I want to be busy and I want to like to be busy, it's just hard. I've been busy all the time before in college and I was happy for a while but I ended up in the hospital.",1
113,1.333333333,1,2,1,27,0,4,5,In the face of social expectations to be busy I would feel stressed but motivated. I prefer to be busy rather than having nothing to do. I would be determined to do all the work I had to do and complete it so I can relax. I would also feel accomplished after the fact.,1
114,3.333333333,4,1.5,1,29,1,3,5,"In the face of social expectations to be busy, I would feel determined yet overwhelmed. I would want to be accomplished and would feel valued, but would also be thinking about if I was managing/balancing my time well. I would be in constant conflict over if I was keeping busy for myself or for the approval of others. However, I would also maximize my time to be busy with things that interest me, which would add to my overall well-being.",1
115,2.166666667,1,1,1,29,1,3,5,"In the face of this social expectation to be busy the main emotion I would feel is stress. I would feel as though I would constantly need to be busy, leading to increased stress levels. I would also feel as though I am inadequate. If I was not busy enough, this would lead to feelings of inadequacy. I would also feel as though my time is listed if I was always busy.",0
116,1,2,2,1,27,0,3,1,"In the face of this social expectation to be busy, I would feel happy. In addition, I would feel excited.",0
117,4.833333333,4.833333333,6,1,28,1,3,6,"In the social expectation of being busy, I feel like I don't do enough in the day. It makes me feel like I am underperforming in life compared to others. Sometimes I actively try to push more tasks into my day which leads to stress and exhaustion. On days where I feel burned out, I still feel that expectation. Especially at work. On these days I pretend to be busy as to not be viewed negatively by my peers.",1
118,2.5,2.833333333,5,0,21,0,3,8,"In the times that we live in, work and our livelihoods seems to blend with each other.  This can often cause more stress and tiredness.  That is why it is important to allocate time for both.  For instance, I would only allow myself to feel stressful in the work environment.  However, when I go home, I would want to feel relaxed.",0
119,2.333333333,1.833333333,3,1,29,0,2,4,"In this society, I would be proud to have a lot of responsibility given to me. I would also feel anxious about how busy I might be. I would likely need or want to have some kind of separation between work and home life.",1
120,3.166666667,2.5,4,1,25,1,4,4,"It's exhausting. Constantly. You are expected to be busy, productive, all the time! When you are not productive, you feel guilty. When you are busy working, you're exhausted and wishing for a break, just to stop and be a person for a little while instead of this constant drive to ""make this break"" or ""hustle"" and that never seems to end.",0
121,3.333333333,4,5,1,29,1,5,6,"It is interesting because I have never thought about this before. Honestly the emotion I am feeling right now is deceit. I say that because I feel like I am always stressed out trying to be the best and accomplish everything that is expected of me, not realizing I was in this catch-22 essentially.",1
122,2.666666667,3.666666667,2,1,26,1,1,2,It majorly stresses me out and frustrates me when I feel that I need to appear busy. If I have completed all of my tasks I should not have to be continuously doing something in order to not get complained at. I had a manager that would constantly say negative things to me about appearing busy when I had already done everything that needed doing plus more. It makes life more hectic when you have to be trying to look busy instead of focusing on the things that you are supposed to do. At one point I even broke down and cried because I was pregnant and had done everything that I could. Another employee offered to help me because they knew I could not reach the bottom shelves and I literally got yelled at and told I would be fired if I didn't at least look like I was busy.,0
123,2.333333333,3.5,4.5,0,27,0,1,5,It would feel hectic and eventually I probably would be overwhelmed.I would do the best I can but wouldn't want to many days like that.,0
124,3.333333333,2.333333333,7,1,29,1,4,6,It would make me anxious and nervous if the social expectation is to be busy. I would feel lazy if I took time to rest. I would feel overwhelmed by trying to find something to do all of the time. I would feel guilty if I ever took time to relax or do something for myself. I would feel like someone would be judging me if I wasn't busy. I would feel negative about life in general. I would feel tired from feeling like I needed to be doing something all the time. I would not enjoy living a life where I was expected to be constantly busy. Relaxation is important to your health and well-being.,0
125,4.166666667,4,4,1,26,1,1,6,"It would make me feel good but I think it would make me feel stressed and or irritated as well. I may feel good during the time of being busy, but at some point after I'm going to feel like the day was lost, I got no rest, no relaxtion and no real sense of peace. I just worked worked worked all day long even if it was fun, even if I enjoyed staying busy to look better for others, I am going to regret it later on.",1
126,3.333333333,3.166666667,4.5,1,23,0,1,4,"It would make me feel stressed. I only like to be busy when I make myself busy, I don't think it should be expected of me (or anyone) to fill their schedule to the point of always being busy. People's mental health is deprived when they don't have time to relax and appreciate the fruits of their labor.",0
127,3.833333333,3.666666667,5.5,1,28,1,5,6,"It would make me stressed to try to appear busy all of the time, and I might try to lengthen tasks so it would look like I was always doing something. I might also feel accomplished if I managed to stay busy or find new tasks to do as I completed old ones. Overall, I think it would increase my stress to live in a society where this is valued, but I could make it work and fit it into my life.",1
128,3.5,3.5,2.5,1,29,0,1,2,"One emotion I feel is anger that people are putting their own expectations on me. Another emotion I feel, though, is satisfaction at actually being busy. I'm conflicted because I want to feel my emotions on my own terms instead of being pressured to feel a certain way. I think that I also feel anxiety both from being expected to feel a certain way as well as being afraid of what people think of me.",1
129,3.333333333,4,2,1,28,0,3,5,"Personally, I need time to reflect on my work, so to be in a constant cycle of busyness is not healthy for my psyche. I feel overwhelmed, highly stressed, and depressed if I am ever in that situation. I even notice that I become more irritable, if I am staying busy all the time, which is very out of character for me. Unfortunately, I live in a society, which highly values being busy, but I feel like such a way of living is not healthy for the human soul.",0
130,3.333333333,3.333333333,8,1,23,1,4,4,"Pressure, anxiety, adrenaline, clammy",1
131,2.166666667,1.333333333,5,0,24,1,2,7,Sometimes I feel really overwhelmed and nervous. Some people think being busy is a sign of prestige. You could have more responsibilities and you are thought of as a hard worker. If others see you as not busy or don't think you're working enough they look at you as if you are lazy. I don't like being looked down upon. There's no point in being bus just to say you are doing things if it makes you stressed as it does for me.,1
132,2.5,4.333333333,1.5,1,29,1,4,6,"The emotions I'd feel in this social expectation to be busy would mainly be stress and motivation. I'd feel stressed that I wouldn't live up to the expectations, but at the same time that would drive me to live up to it, which is why I'd feel motivation as well. The stress would be extreme, for me, because my biggest worry is letting people down, and I'd be worried that I'd be letting people down by not being busy enough. I'd also stress that if I didn't get much done, people would think I was lazy. So there would be many things about it that would stress me out, but also many things about it that would motivate me.",1
133,2.833333333,3.833333333,2.5,1,30,0,3,7,"The emotions that I would feel in the social expectation to be busy is that I would feel that I am accomplishing a lot, when I am busy I have the opportunity to work on a lot of the tasks that need to be done and complete them. But at the same time it could also make me feel stress if I am not completing as much as I could or as much as I wanted. Not completing my goals for the day does make me worried and stressed out sometimes.",1
134,2.333333333,2.166666667,1.5,0,25,0,3,1,"The emotions that I would feel would be rushed, overwhelmed and exhausted. Keeping up with the work culture takes a tiring toil on my body because we are now more busier than ever compared to  people decades ago because there is more to be accomplished.",0
135,1.833333333,1.666666667,2.5,1,29,0,1,6,"The pressure from feeling like I have to be busy would be stressful . I would probably feel anxiety during moments where I am not doing anything, when I have free time, because I would feel like I should be doing something productive with my time. I would feel like I have to tell others that my day is filled with doing stuff.",0
136,4.333333333,4.333333333,1.5,1,29,1,1,4,"The social expectation of being busy overwhelms me a great deal. I personally would rather be well rested and have a few things I do wonderfully then being stressed out and tired with a plethora of things I do ""ok.""",0
137,3.833333333,3.666666667,3,1,29,1,NA,8,"The social expectation to always be busy is stressful. It causes me to be very self-conscious, always asking myself if I am busy enough or if I am busy doing the right things or worry that I will be fired for not being busy. It is frustrating because I feel like I never get a break. Even when I am on vacation people expect to be able to call me or email me and expect me to be working. I try to set clear boundaries, but people tell me that if I do so I will have no future in my career. I don't really believe that's true, but what can I do? I also feel bad turning away work when I am too busy, only to find out that others at my office were even busier than I am and didn't complain. It makes me feel ashamed and lazy, even though my family is telling me that I work too much and they need me. So I feel like I am getting pulled in all directions at the same time and am not doing a good enough job for anyone.",0
138,2.666666667,1,6,1,30,1,3,5,"The social expectation to always be doing something and be busy working or moving forward is very stressful. It makes me feel tense just thinking about it. it means you can never take time to rest and just do nothing, enjoying the quiet moments to recharge. Social media makes this worse because people only ever post when they do something they want others to know that they are doing.",0
139,4.5,4.166666667,5.5,0,28,1,4,4,"The social expectation to be busy is personally exhausting and unproductive. It is unreasonable to just go and go all the time without any room for rest. It is how we quickly become unmotivated and uninspired. It is also not very fulfilling. In my opinion, the social expectation to be busy really speaks to the overall impact of capitalism. Regardless of the social expectation, rest and relaxation are necessary.",0
140,2,2,4.5,1,26,0,3,6,"There is definitely a stigma in society that not being busy is synonymous their laziness, which is undersirable. I feel this at work sometimes, on the occasions when I am out of work or am not that busy, I will sometimes feel guilty like I am not working to my full potential. Same with my free time, it sometimes feels like if you have a weekend day with nothing to do you are wasting your time. I think this is unfair, as sometimes doing nothing can be good for your mental health. Personally, I think I am okay with not being busy, and handle these scenarios by taking them as a time to relax, rather than feeling bad about myself.",0
141,1,1,1,0,30,0,1,3,This makes me feel just a little bit anxious. I worry that I will not be able to meet this expectation at all times. I feel like the effort may just be too much to handle on certain days.,0
142,3.333333333,2.333333333,5,1,26,0,1,4,This would feel stressful to me. The constant need to always be busy would be overbearing. No time to just relax and and enjoy yourself would lead to such a toxic makeup of emotion. I need my own time to decompress and relax and if I were pressured to never stop moving or working I would ultimately crumble under the pressure.,0
143,4,4.333333333,2,1,29,1,4,2,"Tired, really tired. Also, somewhat proud for naturally meeting these expectations. A little confused as to why people view others more as robots rather than people. Also, a little amused.",1
144,3.833333333,3.833333333,4,1,22,1,3,6,"Under the social pressure to remain busy, I would feel frustrated and resentful. I feel as though I am the only person who can determine what qualifies and successful and unsuccessful. Our society often attributed business to success as if they’re synonymous words, but I wholeheartedly disagree with that mentality. Regardless of how I feel, there are still consequences if I am perceived as underperforming by my peers. That’s when the frustration and discouragement would settle in.",0
145,3.5,3.5,7.5,0,29,1,1,3,What I feel on the aspect of needing to be busy is that I feel kind of okay with it. Being busy isn't that bad if you striving to go after your goals.,1
146,3.333333333,4.666666667,3,1,29,1,1,5,"When I know I am expected to be busy, like in a retail workspace where if you're not actively doing something you are considered to be stealing company time, I feel a little stressed and a lot of pressure to always be outwardly, obviously doing something. I will sometimes even put off doing things that aren't as obvious because if they get done but the big, flashy things don't get done, there's not as much proof that something got done and I feel like I didn't live up to people's expectations of my work ethic, even though I know that's not true and that all work needs to get done and is therefore important.",0
147,2.5,2,5,1,26,1,3,3,"Whenever people have an expectation that you should always feel busy I get annoyed. I feel like if you're busy to the point where you need to tell people about it, then you're not being efficient with your time. I like being able to fill my day with activities, but if I'm stressed about it, then what's the point? Other people seem to brag about being ""so busy"" like it's a badge of honor, but to me they just sound like they don't know how to manage their time well. Being busy to me has negative connotations, whereas having a full day is a much more desirable goal. Busyness suggests disorder and stress, but a structured, well-planned day full of tasks is a good use of one's time.",1
148,2.833333333,2.333333333,1,1,25,1,2,5,"While I myself also like to be busy at most times, it is unfair of our society to expect people to ALWAYS be busy. Not only can being constantly busy become very stressful and overwhelming, it can also cause a great many health issues, such as over tiredness, over worked heart, and even depression. Often times people feel as though they are being “lazy” if they are not constantly in the midst of something. Human beings need rest, relaxation, and leisure activities just as much as any other animal. For example, when a monkey is reclining in a tree, maybe eating a banana or playing with a twig, we do not judge it as being “lazy” or without motivation. Why shouldn’t the same be true for our fellow humans?",1
